testId;confId;branch S/L;CfxOK;PathLenth;PathDist;RatioPath;RatioRot;FoundBranch;RotLength;Rotdist
2;5;S;TRUE;2940.43;0.0381368;0.769833;0;S;179.88;0
2;5;S;TRUE;2940.43;0.00562849;0;0.769996;S;179.88;0.0559529
2;5;S;TRUE;2940.43;0.0389177;0.77986;0;S;179.88;0
2;5;S;TRUE;2940.43;0.00387225;0;0.779997;S;179.88;0
2;5;S;TRUE;2940.43;0.0461355;0.789825;0;S;179.88;0
2;5;S;TRUE;2940.43;0.00761278;0;0.789994;S;179.88;0.0395647
2;5;S;TRUE;2940.43;0.0427779;0.799855;0;S;179.88;0
2;5;S;TRUE;2940.43;0.00470288;0;0.799996;S;179.88;0
2;5;S;TRUE;2940.43;0.0556756;0.809827;0;S;179.88;0
2;5;S;TRUE;2940.43;0.00870409;0;0.809994;S;179.88;0
2;5;S;TRUE;2940.43;0.0523551;0.819856;0;S;179.88;0.0559529
2;5;S;TRUE;2940.43;0.00533246;0;0.819996;S;179.88;0
